id,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name
AVwd7mjh_7pvs4fz-hva,17.75,17.75,USD,"2016,21+Mar","Chili chips, tomato, lettuce, jalapeno peppers, black olives and mozzarella cheese.",Taco Pizza (medium)
AVwd7mjh_7pvs4fz-hva,11.95,11.95,USD,"2016,21+Mar","Chili chips, tomato, lettuce, jalapeno peppers, black olives and mozzarella cheese.",Taco Pizza (small)
AVwd7mjh_7pvs4fz-hva,14.7,8.7,USD,"2016,21+Mar","Ricotta and parmesan cheese, garlic and herbs.",White Pizza
AVwd7mjh_7pvs4fz-hva,15,15,USD,"2016,21+Mar",NA,White Pizza (large)
AVwd7mjh_7pvs4fz-hva,12.5,12.5,USD,"2016,21+Mar","Ricotta and parmesan cheese, garlic and herbs.",White Pizza (medium)
AVwd7mjh_7pvs4fz-hva,9,9,USD,"2016,21+Mar","Ricotta and parmesan cheese, garlic and herbs.",White Pizza (small)
AVwd7tDeByjofQCxtyNP,6.29,6.29,USD,"2016,20+May",NA,Mexican Pizza
AVwd7tDeByjofQCxtyNP,5.79,5.79,USD,"2016,20+May",NA,Veggie Pizza
AVwd7Un0_7pvs4fz-fQ-,NA,NA,NA,"2016,31+Mar",NA,Pepperoni Pizza
AVwd7vbN_7pvs4fz-jEr,7.5,7.5,USD,"2015,20+Oct",NA,Pizza
AVwd7vbN_7pvs4fz-jEr,2,2,USD,"2015,20+Oct","With one item, add 0.35 for each additional item",Pizza By The Slice
AVwd7vbN_7pvs4fz-jEr,14.99,14.99,USD,"2015,20+Oct","Taco meat, onions, black olives, cheddar and mozzarella cheese, taco sauce, lettuce and tomatoes",Taco Pizza
AVwd7vbN_7pvs4fz-jEr,13.5,13.5,USD,"2015,20+Oct","Mushrooms, onions, green peppers, black olives, and mozzarella cheese",Vegetarian Pizza
AVwd7vTRkufWRAb5-hcy,1.5,1.5,USD,"2016,30+Mar",NA,Pizza Toppings
AVwd7vTRkufWRAb5-hcy,2.5,2.5,USD,"2016,30+Mar","Grilled chicken, pulled pork, bacon, pepperoni, shaved steak, extra cheese, sausage, anchovy.",Premium Pizza Toppings
AVwd7ymTByjofQCxtzFa,NA,NA,NA,"2016,24+Apr","Tomato, Mozzarella, Basil, Balsamic Reduction",Caprese Pizza
AVwd7ymTByjofQCxtzFa,NA,NA,NA,"2016,04+Aug",NA,Pizza Tomato Sauce Cheese Blend
AVwd7ymTByjofQCxtzFa,NA,NA,NA,"2016,24+Apr","Bacon, Onions, Jumpin Good Goat Farms Feta, Thyme, Pepperoncini",White Pizza
AVwd7ymTByjofQCxtzFa,NA,NA,NA,"2016,24+Apr","Exotic Mushrooms, Roasted Garlic Spread, Fresh Spinach, Parmesan, Sage",Wild Thing Pizza
AVwd89nP_7pvs4fz-txU,11.99,11.99,USD,"2016,29+Mar",Large,Build Your Own Pizza
AVwd89nP_7pvs4fz-txU,7.5,7.5,USD,"2016,29+Mar",NA,Pizza Bloody Mary
AVwd89nP_7pvs4fz-txU,7.99,7.99,USD,"2016,29+Mar",Extra large pepperoni rolls topped with garlic butter and Parmesan cheese,Pizza Rolls
AVwd89nP_7pvs4fz-txU,16.99,11.99,USD,"2016,29+Mar","Thin sliced prosciutto, caramelized onions and five cheese blend topped with balsamic glaze drizzle and baby arugula ribbons",Prosciutto Bistro Pizza
AVwd89nP_7pvs4fz-txU,16.99,11.99,USD,"2016,29+Mar","Creamy ranch sauce, smoked gouda and four cheese blend topped with buffalo chicken, garnished with green onions",Smoky Buffalo Chicken Pizza
AVwd89nP_7pvs4fz-txU,16.99,11.99,USD,"2016,29+Mar",NA,Spicy Capicola Pizza
AVwd89nP_7pvs4fz-txU,7.99,7.99,USD,"2016,29+Mar","Our delicious pizza rolls stuffed with spinach, feta and five cheese blend",Spinach and Feta Pizza Rolls
AVwd8ci6ByjofQCxt40T,11.49,11.49,USD,"2016,11+Jun",NA,Cheese Pizza
AVwd8ci6ByjofQCxt40T,4.49,2.99,USD,"2016,11+Jun","Lettuce, Onions, Pickles, Marinara Sauce and Mozzarella Cheese",Pizza Burger
AVwd8ci6ByjofQCxt40T,4.49,4.49,USD,"2016,11+Jun",NA,Pizza Roll Sub
AVwd8GNvIN2L1WUf0jSf,11.99,11.99,USD,"2016,29+Mar",Create your own ask for traditional style or thin and crispy crust.,Hand Tossed Brick Oven Pizza
AVwd8P0IByjofQCxt3Ee,12,12,USD,"2016,06+Jul",NA,Gluten Pizza
AVwd8P0IByjofQCxt3Ee,7,7,USD,"2016,06+Jul",NA,Kids Cheese Pizza
AVwd8P0IByjofQCxt3Ee,20,16,USD,"2016,06+Jul",NA,The Tommy Gun Breakfast Pizza
AVwd8r2a_7pvs4fz-rWE,5.95,5.95,USD,"2016,12+Aug",NA,Cheese Flatbread Pizza
AVwd8s2UIN2L1WUf0o0s,6.99,6.99,USD,"2016,29+Mar",NA,Pizza Special
AVwd95bD_7pvs4fz-2aw,22.49,22.49,USD,"2016,23+Mar",Sheet,Cheese Pizza
AVwd95bD_7pvs4fz-2aw,5.99,5.99,USD,"2016,23+Mar",NA,Pizza Fries
AVwd95bD_7pvs4fz-2aw,11.99,4.99,USD,"2016,23+Mar",NA,Pizza Logs
AVwd95bD_7pvs4fz-2aw,7.99,5.49,USD,"2016,23+Mar",NA,Pizza Sub
AVwd95bD_7pvs4fz-2aw,32.99,12.99,USD,"2016,23+Mar",NA,Taco Pizza
AVwd9bfCByjofQCxuBx9,8.95,8.95,USD,"2016,24+Apr","boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza
AVwd9PfskufWRAb5-usz,6.49,6.49,USD,"2017,21+Jan",NA,Cheese Pizza
AVwd9PfskufWRAb5-usz,NA,NA,NA,"2017,21+Jan",NA,Meatball Pizza
AVwd9PfskufWRAb5-usz,4.89,4.89,USD,"2017,21+Jan",NA,Pizza Sub
AVwd9PfskufWRAb5-usz,4.89,4.89,USD,"2017,21+Jan",NA,Pizza Sub Deluxe
AVwd9PfskufWRAb5-usz,4.89,4.89,USD,"2017,21+Jan",NA,Pizza Sub Special
AVwd9PfskufWRAb5-usz,NA,NA,NA,"2017,21+Jan",NA,Taco or Chicken Taco Pizza
AVwdA_vkByjofQCxknfU,6.29,6.29,USD,"2016,13+Dec",NA,Pizza Burger
AVwdA0k7kufWRAb51Y2H,13,13,USD,"2016,11+Jun","Sliced roma tomatoes, fresh mozzarella, basil, roasted garlic, laced with basil aioli",Flat Bread Pizza Margherita
AVwdA3pC_7pvs4fz1WSz,9,9,USD,"2016,30+Mar","Our crust is filled with sauce, cheese and spices, buttered and baked golden brown",Calabrese (pizza In A Pocket)
AVwdA5gcByjofQCxkmYt,10,10,USD,"2016,24+Mar",Up to 3 toppings,Build Your Own Pizza
AVwdA5gcByjofQCxkmYt,10,10,USD,"2016,24+Mar",NA,White Pizza
AVwdA5OgByjofQCxkmWM,15,12,USD,"2016,14+Jun",NA,Margherita Pizza
AVwdA5OgByjofQCxkmWM,15,12,USD,"2016,14+Jun",NA,Pepperoni Pizza
AVwdA5OgByjofQCxkmWM,15,12,USD,"2016,14+Jun",NA,Traditional Pizza
AVwdA64TIN2L1WUfrT4k,4.95,4.95,USD,"2016,27+Jun",NA,Medium Cheese Pizza
AVwdA64TIN2L1WUfrT4k,24.99,10.99,USD,"2016,27+Jun",NA,White Pizza
AVwda7kZByjofQCxo79l,6,6,USD,"2016,20+Oct",NA,Crooked Cheese Pizza
AVwda7kZByjofQCxo79l,7,7,USD,"2016,20+Oct",NA,Crooked Pepperoni Pizza
AVwda87nIN2L1WUfvpG6,11,11,USD,"2016,29+Jul","grilled chicken, onion, caesar coated romaine greens",Grilled Caesar Pizza
AVwda87nIN2L1WUfvpG6,10,10,USD,"2016,29+Jul","Roma tomato, mozzarella, basil",Grilled Margherita Pizza
AVwda87nIN2L1WUfvpG6,11,11,USD,"2016,29+Jul","topped with red sauce, cheese and pepperoni",Grilled Pepperoni Pizza
AVwda8s8IN2L1WUfvpE6,6.95,6.95,USD,"2015,23+Oct",NA,Two Slices of Plain Pizza
AVwdAAkM_7pvs4fz1Nq3,1.15,1.15,USD,"2016,03+May",NA,Pizza Roll
AVwdadtOkufWRAb55pL0,10.99,10.99,USD,"2016,11+Jun",NA,Artisan Pizza
AVwdAff1kufWRAb51VgZ,11.99,11.99,USD,"2016,30+Mar","Kalamata olives, fresh tomatoes, feta cheese, extra virgin olive oil, oregano and mozzarella (no tomato sauce)",Greek Pizza
AVwdAff1kufWRAb51VgZ,11.99,11.99,USD,"2016,30+Mar","Ham, bacon, pineapple, tomato souce and mozzarella cheese",Hawaiian Pizza
AVwdAff1kufWRAb51VgZ,13.99,13.99,USD,"2016,30+Mar","Tomato sauce, pepperoni, sausage, fresh mushrooms, green peppers, onions and double cheese",New Yorker Pizza
AVwdAff1kufWRAb51VgZ,10.99,10.99,USD,"2016,30+Mar","Marinara sauce, fresh basil and mozzorella cheese no substitutions",Pizza Margherita
AVwdAff1kufWRAb51VgZ,11.99,11.99,USD,"2016,30+Mar","Ricotta cheese, pecorino romano cheese, mozzarella cheese and fresh garlic (no tomato sauce)",White Pizza
AVwdAho5IN2L1WUfrQA6,4.95,4.95,USD,"2016,31+Jul",Topped with meat sauce and mozzarella cheese,Pizza Burger
AVwdAhpRByjofQCxkitG,31.95,7.95,USD,"2016,05+Apr",NA,Pizza Lasagna
AVwdAHZ6ByjofQCxke6t,15.99,15.99,USD,"2016,05+Apr",NA,Classic Cheese Pizza
AVwdAHZ6ByjofQCxke6t,12.99,12.99,USD,"2016,05+Apr",NA,Crispy Thin Cheese Pizza
AVwdAHZ6ByjofQCxke6t,12.99,12.99,USD,"2016,05+Apr",Deep pan pizza with our italian freshness,Deep Pan Pizza
AVwdAHZ6ByjofQCxke6t,5.99,5.99,USD,"2016,05+Apr","Pepperoni, cheese and sauce",Pizza Sub
AVwdAHZ6ByjofQCxke6t,0.59,0.59,USD,"2016,05+Apr",NA,Side of Pizza Sauce
AVwdaj_gIN2L1WUfvkp_,12.95,12.95,USD,"2016,27+Jun",NA,Cheese Pizza
AVwdaj_gIN2L1WUfvkp_,NA,NA,NA,"2016,04+Jun",NA,Cheese Pizza
AVwdaj_gIN2L1WUfvkp_,13.95,13.95,USD,"2016,27+Jun",NA,Deluxe Pizza
AVwdaj_gIN2L1WUfvkp_,NA,NA,NA,"2016,04+Jun",NA,Deluxe Pizza
AVwdaj_gIN2L1WUfvkp_,13.95,13.95,USD,"2016,27+Jun",NA,Meat Lovers Pizza
AVwdaj_gIN2L1WUfvkp_,NA,NA,NA,"2016,04+Jun",NA,Meat Lovers Pizza
AVwdaj_gIN2L1WUfvkp_,12.95,12.95,USD,"2016,27+Jun",NA,Pepperoni Pizza
AVwdaj_gIN2L1WUfvkp_,NA,NA,NA,"2016,04+Jun",NA,Pepperoni Pizza
AVwdaj_gIN2L1WUfvkp_,12.95,12.95,USD,"2016,27+Jun",NA,Sausage Pizza
AVwdaj_gIN2L1WUfvkp_,NA,NA,NA,"2016,04+Jun",NA,Sausage Pizza
AVwdAJgT_7pvs4fz1PHV,20.99,20.99,USD,"2016,08+Apr",NA,Add To Large Pizzas
AVwdAJgT_7pvs4fz1PHV,12,12,USD,"2016,08+Apr","With up to 5 toppings, including specialties",Any Large Pizza
AVwdAJgT_7pvs4fz1PHV,21,21,USD,"2016,08+Apr",Three medium three topping pizzas,Medium Pizza Offers
AVwdakqLByjofQCxo3zk,4.95,4.95,USD,"2016,19+Nov",NA,Individual Cheese Pizza
AVwdalfokufWRAb55qYh,6.99,6.99,USD,"2016,27+Mar",With Alfredo sauce.,Cheese Pizza
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul","Choose any base and build your own delectable vegan pie from our array of fruits, vegetables and vegan proteins.",Build Your Own Pizza
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul",NA,Cheese Pizza
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul",Choose Cheese or Pepperoni.,French Bread Pizza
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul","Red sauce base, spinach, green peppers, mushrooms, onions, black olives and tomatoes.",Gluten Free Veg Out Pizza
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul",NA,Pizza Base
AVwdAoVhkufWRAb51W3P,NA,NA,NA,"2016,18+Jul","Olive oil and garlic base, Roma tomatoes, onions. Topped with fresh basil, cucumbers and a sweet swirl of Thai chili sauce. Substitute curry tofu for chicken.",Thai Dye Pizza
AVwdApDt_7pvs4fz1T5r,3.99,3.99,USD,"2016,20+Jul","Mozzarella, parmigiano, ricotto, Italian fontina and fresh basil",All White Pizza
AVwdApDt_7pvs4fz1T5r,3.99,3.99,USD,"2016,20+Jul","Tomato sauce, mozzarella, ham and pineapple",Hawaiian Pizza
AVwdApDt_7pvs4fz1T5r,3.99,3.99,USD,"2016,20+Jul","Tomato sauce, mozzarella, fontina, parmigiano, garlic, basil, ground beef, ricotto",Lasagna Pizza
AVwdApDt_7pvs4fz1T5r,16.45,16.45,USD,"2016,20+Jul",NA,Lobster Pizza
AVwdaYiTkufWRAb55oSN,NA,NA,NA,"2016,24+Mar",NA,French Bread Pizza
AVwdbCjSByjofQCxo9DA,5,5,USD,"2016,21+Mar",Large cheese pizza,Large Cheese Pizza
AVwdbCjSByjofQCxo9DA,8.5,8.5,USD,"2016,21+Mar",Ham and pineapple,Large Hawaiian Pizza
AVwdbCjSByjofQCxo9DA,11.99,11.99,USD,"2016,21+Mar","Pepperoni, ham, bacon and Italian sausage",Large Meatlover Pizza
AVwdbCjSByjofQCxo9DA,5,5,USD,"2016,21+Mar",Large one topping pepperoni pizza,Large Pepperoni Pizza
AVwdbCjSByjofQCxo9DA,11.99,11.99,USD,"2016,21+Mar","Pepperoni mushrooms, green pepper onions, Italian sausage, black olives",Large Supreme Pizza
AVwdbCjSByjofQCxo9DA,11.99,11.99,USD,"2016,21+Mar","Mushrooms, green pepper, onions black olives, tomatoes",Large Veggie Pizza
AVwdBdCHkufWRAb51fjj,15.99,15.99,USD,"2016,08+Apr",NA,Classic Cheese Pizza
AVwdBdCHkufWRAb51fjj,12.99,12.99,USD,"2016,08+Apr",NA,Crispy Thin Cheese Pizza
AVwdBdCHkufWRAb51fjj,12.99,12.99,USD,"2016,08+Apr",Deep pan pizza with our italian freshness,Deep Pan Pizza
AVwdBdCHkufWRAb51fjj,5.99,5.99,USD,"2016,08+Apr","Pepperoni, cheese and sauce",Pizza Sub
AVwdBdCHkufWRAb51fjj,0.59,0.59,USD,"2016,08+Apr",NA,Side of Pizza Sauce
AVwdBhxT_7pvs4fz1dTe,7.9,7.9,USD,"2015,23+Oct",NA,Chicken Fajita Pizza
AVwdBhxT_7pvs4fz1dTe,2.99,2.99,USD,"2015,23+Oct",NA,Pizza Sticks
AVwdBkHJ_7pvs4fz1duT,NA,NA,NA,"2016,19+Sep",NA,Chocolate Chip Pizza
AVwdBkHJ_7pvs4fz1duT,11.25,11.25,USD,"2016,19+Sep",NA,Mexican Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec","Grilled chicken breast, hot sauce and fresh onions with provolone, american and cheddar cheeses on a cheesy cheddar crust.",Buffalo Chicken Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Cali Chicken Bacon Ranch Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Fiery Hawaiian Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Honolulu Hawaiian Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Memphis Bbq Chicken Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Pacific Veggie Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec","Tender slices of steak, fresh onions, fresh green peppers and fresh mushrooms with provolone and american cheeses on a cheesy provolone crust.",Philly Cheese Steak Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec","A custom pizza made to order. choose from any of our delicious crust styles, including handmade pan.",Pizza
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec","Hand tossed, handmade pan, crunchy thin crust, brooklyn style, gluten free crust.",Pizza Crusts
AVwdBKTXByjofQCxkpWQ,NA,NA,NA,"2016,25+Dec",NA,Wisconsin 6 Cheese Pizza
AVwdbm1aIN2L1WUfvwBc,7,7,USD,"2016,22+Aug",NA,Margherita Pizza 6 Calamari Fritti
AVwdBM86IN2L1WUfrXDE,NA,NA,NA,"2016,22+Aug",NA,Cheese Pizza
AVwdBn2kkufWRAb51hWo,5.75,5.75,USD,"2016,02+Mar",NA,Mini Pizza One Topping
AVwdBn2kkufWRAb51hWo,3,3,USD,"2016,02+Mar",NA,Pizza Bread
AVwdbnCTkufWRAb551vv,20.99,20.99,USD,"2016,20+Apr",NA,Add To Large Pizzas
AVwdbnCTkufWRAb551vv,12,12,USD,"2016,20+Apr","With up to 5 toppings, including specialties",Any Large Pizza
AVwdbnCTkufWRAb551vv,21,21,USD,"2016,20+Apr",Three medium three topping pizzas,Medium Pizza Offers
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Chicken, BBQ sauce, red onions, cilantros, mozzarella cheese",Bbq Chicken Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Creamy garlic sauce, chunks of chicken, tomatoes, chopped garlic and mozzarella cheese",Chicken Delight Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Pepperoni, sausage, meatballs, mushrooms, green peppers, onions and black olives",Deluxe Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Fresh eggplant, italian sausage, mozzarella cheese, onions and fresh tomatoes",Eggplant Delight Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Creamy garlic sauce, chunks of chicken, fresh tomatoes, onions, mozzarella cheese",Garlic Chicken Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Creamy garlic sauce, pepperoni, sausage, tomatoes, cropped garlic and mozzarella cheese",Garlic Delight Pizza
AVwdbNQ8kufWRAb55xPP,15.99,15.99,USD,"2016,01+Apr",Classic cheese or create your own pizza,Giant Cheese Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Canadian bacon, ham, pineapple and extra cheese",Hawaiian Delight Pizza
AVwdbNQ8kufWRAb55xPP,11.99,11.99,USD,"2016,01+Apr",Classic cheese or create your own pizza,Jumbo Cheese Pizza
AVwdbNQ8kufWRAb55xPP,10.99,10.99,USD,"2016,01+Apr",Classic cheese or create your own pizza,Large Cheese Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Fresh basil, fresh garlic, fresh tomatoes and mozzarella cheese",Margherita Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Pepperoni, sausage, ham, ground beef, canadian bacon",Meat Eaters Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr",Classic cheese or create your own pizza,Medium Cheese Pizza
AVwdbNQ8kufWRAb55xPP,6.99,6.99,USD,"2016,01+Apr",Classic cheese or create your own pizza,Personal Cheese Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Pesto sauce, grilled chicken, red onions and mozzarella cheese",Pesto Chicken Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Creamy garlic sauce, mushrooms, tomatoes, red onions, artichoke hearts and mozzarella cheese",Veggie Alfredo Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Mushrooms, green peppers, tomatoes, onions and black olives",Veggie Pizza
AVwdbNQ8kufWRAb55xPP,8.99,8.99,USD,"2016,01+Apr","Ricotta cheese, fresh tomatoes, fresh garlic, oregano and mozzarella cheese",White Knight Pizza
AVwdbSQhIN2L1WUfvskV,6.75,6.75,USD,"2016,29+Mar",NA,Hawaiian Pizza
AVwdbSQhIN2L1WUfvskV,6.95,6.95,USD,"2016,29+Mar",NA,Mexican Pizza
AVwdbSQhIN2L1WUfvskV,6.25,6.25,USD,"2016,29+Mar",NA,Pepperoni Pizza
AVwdbSQhIN2L1WUfvskV,5.5,5.5,USD,"2016,29+Mar",NA,Plain Cheese Pizza
AVwdbSQhIN2L1WUfvskV,6.5,6.5,USD,"2016,29+Mar",NA,Sausage Pizza
AVwdbSQhIN2L1WUfvskV,6.25,6.25,USD,"2016,29+Mar",NA,White Pizza
AVwdbTdg_7pvs4fz5xqg,11,11,USD,"2016,08+Aug",NA,An Individual Classic Sirloin Pizza
AVwdbTdg_7pvs4fz5xqg,9,9,USD,"2016,08+Aug",NA,An Individual Margherita Pizza
AVwdbTdg_7pvs4fz5xqg,16,16,USD,"2017,15+Apr",NA,Classic Sirloin Pizza
AVwdbTdg_7pvs4fz5xqg,16,16,USD,"2017,15+Apr",NA,Margherita Pizza
AVwdbTdg_7pvs4fz5xqg,16,16,USD,"2017,15+Apr",NA,Pepperoni Mushroom Pizza
AVwdbTdg_7pvs4fz5xqg,16,16,USD,"2017,15+Apr","Fresh Basil Pesto, With Shredded Smoked Chicken Breast And Fresh Basil.",Pesto Chicken Pizza
AVwdbTdg_7pvs4fz5xqg,16,16,USD,"2017,15+Apr",NA,Three Guys Pizza
AVwdbU__IN2L1WUfvtBm,8.95,8.95,USD,"2016,22+Aug","Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza
AVwdBXDukufWRAb51ehV,4.55,4.55,USD,"2016,18+Dec",NA,Pizza Bread
AVwdBXDukufWRAb51ehV,13.7,13.7,USD,"2016,18+Dec",Includes all above Items,Pizza Special
AVwdBXDukufWRAb51ehV,2.95,2.95,USD,"2016,18+Dec",NA,Stuffed Pizza (add)
AVwdBXDukufWRAb51ehV,12.75,12.75,USD,"2016,18+Dec",NA,Taco Pizza
AVwdBz1a_7pvs4fz1f_2,6.99,6.99,USD,"2016,20+Oct",NA,Pizza Burger W Fries
AVwdBz1a_7pvs4fz1f_2,7.99,7.99,USD,"2016,20+Oct",NA,Pizza Steak
AVwdC9au_7pvs4fz1sIx,10.99,10.99,USD,"2016,07+Jun",NA,Cheese Pizza
AVwdC9UsIN2L1WUfrpam,12,12,USD,"2016,07+Jun",NA,Fig Pizza
AVwdCaCG_7pvs4fz1mU7,NA,NA,NA,"2016,26+Mar",NA,Create Your Own Pizza
AVwdCccEByjofQCxk2i0,10,10,USD,"2016,22+Mar",NA,Pizza and Pitcher
AVwdcED3_7pvs4fz56VC,11.99,11.99,USD,"2016,21+Mar",NA,Create Your Own Pizza
AVwdCFBz_7pvs4fz1i7F,5.95,5.95,USD,"2016,05+Jun",Melting milk and white chocolate chunks with toasted marshmallows,Chocolate Chunks Pizza
AVwdcHktByjofQCxpIxp,9.95,9.95,USD,"2016,03+Apr",Fresh steamed vegetables on a flour tortilla with marinara sauce topped with mozzarella cheese,Pizza Delmar
AVwdCkSFkufWRAb51rGq,5.99,5.99,USD,"2016,20+Jul",NA,Simply Pizza
AVwdcM79kufWRAb558NB,12.99,12.99,USD,"2016,01+Apr",NA,Bbq Chicken Pizza
AVwdcM79kufWRAb558NB,12.99,12.99,USD,"2016,01+Apr",NA,Blt Pizza
AVwdcM79kufWRAb558NB,11.99,11.99,USD,"2016,01+Apr","Homemade tomato jam, basil, fresh mozzarella, grilled crust, balsamic drizzle.",Grilled Margherita Pizza
AVwdcM79kufWRAb558NB,10.99,10.99,USD,"2016,01+Apr",House made 12 inch personal pizza.,Pepperoni Pizza
AVwdcM79kufWRAb558NB,11.99,11.99,USD,"2016,01+Apr","Spinach, artichokes, tomatoes, kalamatas, mozzarella, fresh ricotta.",Vegetable Pizza
AVwdcnk__7pvs4fz5_0G,6.99,3.99,USD,"2016,10+May",NA,Pizza Sauce
AVwdcQ37kufWRAb5585l,20.99,20.99,USD,"2016,02+Apr",NA,Add To Large Pizzas
AVwdcQ37kufWRAb5585l,12,12,USD,"2016,02+Apr","With up to 5 toppings, including specialties",Any Large Pizza
AVwdcQ37kufWRAb5585l,21,21,USD,"2016,02+Apr",Three medium three topping pizzas,Medium Pizza Offers
AVwdCU5vIN2L1WUfrimP,8.99,8.99,USD,"2016,30+Mar",NA,Cheese Pizza
AVwdCU5vIN2L1WUfrimP,10.5,10.5,USD,"2016,30+Mar","Organic tomato sauce, mozzarella, rosemary ham, and pineapple,",Ham and Pineapple Pizza
AVwdCU5vIN2L1WUfrimP,10.5,10.5,USD,"2016,30+Mar",NA,Pepperoni Pizza
AVwdCU5vIN2L1WUfrimP,10.99,10.99,USD,"2016,30+Mar","Basil pesto, fresh mozzarella, laura chenel goat cheese, pine nuts, and local mashed chicken",Pizza Al Pesto
AVwdCU5vIN2L1WUfrimP,8.99,8.99,USD,"2016,30+Mar","Kalamata olives, spinach, roma tomatoes, sun dried tomatoes, roasted garlic, roasted onions, pear, pineapple, artichoke hearts, basil pesto, black olives, portobella mushrooms, roasted red peppers",Start With A Cheese Pizza
AVwdcUtZkufWRAb559er,9.29,9.29,USD,"2016,31+Mar","Covered with pepperoni or mushrooms, mozzarella, marinara lettuce, tomato, and onion",Pepperoni or Mushroom Pizza Burger
AVwdcUtZkufWRAb559er,5.49,5.49,USD,"2016,31+Mar",NA,Pizza Rolls
AVwdcUtZkufWRAb559er,NA,NA,NA,"2016,31+Mar",NA,White Pizza Thin
AVwdCuWHIN2L1WUfrm-0,5.75,5.75,USD,"2016,03+May","Steak, Mozzarella Cheese, and Tomato Sauce",Pizza Steak
AVwdCuWHIN2L1WUfrm-0,3.99,3.99,USD,"2016,03+May",NA,Slice of Cheese Pizza and Fries
AVwdCuWHIN2L1WUfrm-0,7.99,7.99,USD,"2016,03+May",NA,Stuffed Pizza
AVwdcwUykufWRAb56CJT,11.25,11.25,USD,"2016,24+Apr","roma tomatoes, garlic oil, fresh basil, mozzarella, parmesan and aged provolone cheeses",Margherita Pizza
AVwdcwUykufWRAb56CJT,11.95,11.95,USD,"2016,24+Apr","sweet tomato sauce, fresh basil, oregano, mozzarella and aged provolone cheeses",Pepperoni Mushroom Pizza
AVwdcwUykufWRAb56CJT,11.95,11.95,USD,"2016,24+Apr","spinach, fresh herbs, sweet tomato sauce, mozzarella, aged provolone and parmesan cheeses, arugula salad, thinly sliced prosciutto",Pizza Di Parma
AVwdcYZpkufWRAb55-A7,13,13,USD,"2016,08+Jun",NA,1 Topping Pizza
AVwdcYZpkufWRAb55-A7,23.75,23.75,USD,"2016,08+Jun",NA,2 Toppings Pizza
AVwdcYZpkufWRAb55-A7,25.75,25.75,USD,"2016,08+Jun",NA,3 Toppings Pizza
AVwdcYZpkufWRAb55-A7,17.5,17.5,USD,"2016,08+Jun",NA,4 Toppings Pizza
AVwdcYZpkufWRAb55-A7,11.5,11.5,USD,"2016,08+Jun",NA,Cheese Pizza
AVwdcYZpkufWRAb55-A7,14.5,14.5,USD,"2016,08+Jun",NA,Prima Pizza
AVwdD24ikufWRAb514_c,5.95,5.95,USD,"2017,12+Jan",NA,Pizza Sub
AVwdD24ikufWRAb514_c,9.25,9.25,USD,"2017,12+Jan",NA,White Pizza
AVwdd4_B_7pvs4fz6MIn,6.95,6.95,USD,"2016,20+Jun",Stuffed with ham and american cheese and topped with butter and garlic.,Americana Pizza Pocket
