id,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name
AVwc_6KEIN2L1WUfrKAH,22.5,15.5,USD,"2016,31+Mar",NA,Bianca Pizza
AVwc_6KEIN2L1WUfrKAH,18.95,18.95,USD,"2016,31+Mar",NA,Cheese Pizza
AVwc_6qRByjofQCxkcxw,12,12,USD,"2015,23+Oct",NA,"Pizza, Margherita"
AVwc_6qRByjofQCxkcxw,13,13,USD,"2015,23+Oct",NA,"Pizza, Mushroom"
AVwc_6qRByjofQCxkcxw,13,13,USD,"2015,23+Oct","Olives, onions, capers, tomatoes","Pizza, Puttenesca"
AVwc_6qRByjofQCxkcxw,15,15,USD,"2015,23+Oct",NA,"Pizza, Salami Piccante"
AVwc_6qRByjofQCxkcxw,15,15,USD,"2015,23+Oct",NA,"Pizza, White Truffle Meat Sauce"
AVwc_7d_IN2L1WUfrKNN,10.99,7.99,USD,"2016,14+Jun",Choose a pizza size.,Cheese Pizza
AVwc_7d_IN2L1WUfrKNN,11.99,7.99,USD,"2016,14+Jun","Canadian bacon, pineapple.",Hawaiian Pizza
AVwc_7d_IN2L1WUfrKNN,16.99,11.99,USD,"2016,14+Jun",NA,Meat Lover Pizza
AVwc_7d_IN2L1WUfrKNN,5.99,5.99,USD,"2016,14+Jun",NA,Pizza Sub
AVwc_7d_IN2L1WUfrKNN,5.99,5.99,USD,"2016,14+Jun",NA,Super Pizza Sub
AVwc_7d_IN2L1WUfrKNN,16.99,10.99,USD,"2016,14+Jun",NA,Veggie Pizza
AVwc_8WAByjofQCxkdDA,9.95,9.95,USD,"2016,18+Jun",Choose any of your own toppings to make it your own,Create Your Own Pizza
AVwc_abAIN2L1WUfrEps,8.95,8.95,USD,"2016,01+Jul",NA,Cheese Pizza
AVwc_abAIN2L1WUfrEps,10.95,10.95,USD,"2016,01+Jul",NA,Pepperoni Pizza
AVwc_dHKkufWRAb51Kei,NA,NA,NA,"2016,31+Mar",NA,House Made Pizza
AVwc_dHKkufWRAb51Kei,19.95,15.71,USD,"2016,31+Mar",Seven layer bean dip,Mexican Pizza Dip
AVwc_dHKkufWRAb51Kei,NA,NA,NA,"2016,31+Mar",1 each (324.00 g),Pepperoni Pizza
AVwc_dHKkufWRAb51Kei,NA,NA,NA,"2016,31+Mar",1 each (149.18 g),Pizza Bagel
AVwc_gjWByjofQCxkYOz,NA,NA,NA,"2016,04+Jun",NA,Pizza Con Uovo Fritto
AVwc_h3pkufWRAb51LOO,10.99,10.99,USD,"2016,12+Jan",NA,Pizza Margherita
AVwc_h3pkufWRAb51LOO,10.99,10.99,USD,"2016,24+Apr",NA,Pizza Margherita
AVwc_h3pkufWRAb51LOO,NA,NA,NA,"2016,12+Jan",NA,Pizza Schiacchiata Alla Toscana
AVwc_h3pkufWRAb51LOO,NA,NA,NA,"2016,24+Apr",NA,Pizza Schiacchiata Alla Toscana
AVwc_jdF_7pvs4fz1IZm,NA,NA,USD,"2017,15+Jul",with pepperoni,Pizza Bagel
AVwc_jdF_7pvs4fz1IZm,NA,NA,USD,"2017,15+Jul",with mushroom,Pizza Bagel
AVwc_jdF_7pvs4fz1IZm,NA,NA,USD,"2017,15+Jul",with pepperoni & mushroom,Pizza Bagel
AVwc_jdF_7pvs4fz1IZm,2.59,2.59,USD,"2015,23+Oct",NA,Pizza Bagel (plain)
AVwc_jdF_7pvs4fz1IZm,3.29,3.29,USD,"2015,23+Oct",NA,Pizza Bagel With Mushroom
AVwc_jdF_7pvs4fz1IZm,3.29,3.29,USD,"2015,23+Oct",NA,Pizza Bagel With Pepperoni
AVwc_jdF_7pvs4fz1IZm,3.59,3.59,USD,"2015,23+Oct",NA,Pizza Bagel With Pepperoni and Mushroom
AVwc_JnXIN2L1WUfrB0m,NA,NA,NA,"2016,23+Apr",NA,Pizza Con Formaggio
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar","BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Breakfast Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Cadillac Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Hawaiin Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Pesto Chicken Pizza
AVwc_KyeIN2L1WUfrB_N,4.59,4.59,USD,"2016,30+Mar",NA,Pizza Bread
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Southwest Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Thai Chicken Pizza
AVwc_KyeIN2L1WUfrB_N,8.99,8.99,USD,"2016,30+Mar",NA,Vegetarian Pizza
AVwc_odFIN2L1WUfrHAb,NA,NA,NA,"2016,25+Mar",NA,Bbq Pizza
AVwc_odFIN2L1WUfrHAb,NA,NA,NA,"2016,25+Mar",NA,Create Your Own Pizza
AVwc_oTMIN2L1WUfrG-p,4.99,4.99,USD,"2016,05+Apr","Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza
AVwc_VAb_7pvs4fz1F-Z,12,12,USD,"2016,29+Mar",NA,Tuna Pizza
AVwc_VAb_7pvs4fz1F-Z,12,12,USD,"2016,22+Aug",NA,Tuna Pizza
AVwc_XoZ_7pvs4fz1Gdd,2.99,2.99,USD,"2016,31+May",NA,Small Pepperoni or Cheese Pizza
AVwc05XuByjofQCxinyc,NA,NA,NA,"2016,01+Apr",NA,Bbq Chicken Pizza
AVwc05XuByjofQCxinyc,NA,NA,NA,"2016,01+Apr",NA,Cheese Pizza
AVwc05XuByjofQCxinyc,NA,NA,NA,"2016,01+Apr",NA,Deluxe Pizza
AVwc05XuByjofQCxinyc,NA,NA,NA,"2016,01+Apr",NA,Meat Pizza
AVwc05XuByjofQCxinyc,NA,NA,NA,"2016,01+Apr",NA,Vegetable Pizza
AVwc0a6lkufWRAb5zWvc,NA,NA,NA,"2016,03+Mar",NA,Cheesy Bread Pizza (full)
AVwc0Be1kufWRAb5zSVB,8,8,USD,"2016,07+Jun","Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza
AVwc0Be1kufWRAb5zSVB,7,7,USD,"2016,07+Jun",NA,Deep Dish Pizza
AVwc0Be1kufWRAb5zSVB,9,9,USD,"2016,07+Jun","Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza
AVwc0cXJkufWRAb5zW_a,19.99,16.99,USD,"2016,27+Mar","Broccoli, spinach, peppers and mushrooms",Garden Pizza
AVwc0cXJkufWRAb5zW_a,18.99,15.99,USD,"2016,27+Mar",NA,Margarita Pizza
AVwc0cXJkufWRAb5zW_a,21.99,17.99,USD,"2016,27+Mar","Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza
AVwc0cXJkufWRAb5zW_a,16.99,13.99,USD,"2016,27+Mar","Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza
AVwc0fCOkufWRAb5zXXa,1.75,1.75,USD,"2017,03+Mar","Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings
AVwc0jboByjofQCxijqT,15,15,USD,"2016,13+Dec",NA,Pizza
AVwc0N-0ByjofQCxif90,8.95,8.95,USD,"2016,24+Apr","Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza
AVwc0q64kufWRAb5zZhU,13.99,13.99,USD,"2017,07+Apr",NA,Cheese Pizza
AVwc0q64kufWRAb5zZhU,3.99,3.99,USD,"2017,07+Apr",NA,Chocolate Chip Pizza
AVwc0thDkufWRAb5zaBV,NA,NA,NA,"2016,29+Mar","Bacon , lettuce, tomato, mayo, ranch",B.l.t. Pizza
AVwc0thDkufWRAb5zaBV,NA,NA,NA,"2016,29+Mar","Bbq sauce, chicken, red onions",Bbq Chicken Pizza
AVwc0thDkufWRAb5zaBV,NA,NA,NA,"2016,29+Mar","Hot sauce, chicken, ranch dressing,  blue cheese",Buffalo Chicken Pizza
AVwc0thDkufWRAb5zaBV,NA,NA,NA,"2016,29+Mar",Fresh mozzarella and basil,Margherita Pizza
AVwc0thDkufWRAb5zaBV,16.24,16.24,USD,"2016,29+Mar","Mozzarella, ricotta, garlic, no sauce",White Pizza
AVwc0UfGkufWRAb5zVuE,6.7,6.7,USD,"2016,29+Mar","Our backed light crust, stuffed and folded with our freshest ingredients, basted with garlic butter, sprinkled with romano cheese and parsley",Cheese Pizzarito
AVwc0UfGkufWRAb5zVuE,2.76,2.76,USD,"2016,29+Mar",Served all day,Pizza Slices
AVwc0vdZkufWRAb5zaZ_,7.99,7.99,USD,"2016,01+May",NA,Pizza Dough Balls
AVwc0vdZkufWRAb5zaZ_,7.99,7.99,USD,"2016,01+May",NA,Pizza Dough Flats
AVwc0Wtp_7pvs4fzzSbm,15.95,9,USD,"2016,21+Mar",NA,Margherita Pizza
AVwc-0zw_7pvs4fz1AjD,9.75,9.75,USD,"2016,24+Mar",NA,Build Your Own Pizza
AVwc-0zw_7pvs4fz1AjD,11.5,11.5,USD,"2016,08+Jun",NA,Build Your Own Pizza
AVwc-0zw_7pvs4fz1AjD,3,3,USD,"2016,08+Jun",NA,Cheese Pizza
AVwc14fe_7pvs4fzzh-i,13.95,13.95,USD,"2016,02+Apr",Mild or hot,Chicken Wing Pizza
AVwc14fe_7pvs4fzzh-i,9.95,9.95,USD,"2016,02+Apr",NA,Neapolitan Style Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Blt Pizza
AVwc16D3_7pvs4fzziP1,11.95,11.95,USD,"2015,23+Oct",NA,Cheese Pizza
AVwc16D3_7pvs4fzziP1,11.95,11.95,USD,"2016,07+Jul",Classic cheese or create your own pizza.,Cheese Pizza
AVwc16D3_7pvs4fzziP1,2,2,USD,"2015,23+Oct",NA,Cheese Pizza Slice
AVwc16D3_7pvs4fzziP1,22.95,22.95,USD,"2015,23+Oct",NA,Cheesesteak Stuffed Cheese Pizza
AVwc16D3_7pvs4fzziP1,22.95,22.95,USD,"2016,07+Jul",With beef or chicken in double crust pizza.,Cheesesteak Stuffed Cheese Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Chicken Alfredo Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Chicken Parmigiana Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Chicken Wing Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2016,07+Jul","Hot sauce, celery, grilled chicken and bleu cheese.",Chicken Wing Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2015,23+Oct",NA,Margherita Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2016,07+Jul",Brooklyn style. Square thick pan pizza.,Margherita Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2015,23+Oct",NA,Old Fashion Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2016,07+Jul",No cheese on it. Square thick pan pizza.,Old Fashion Pizza
AVwc16D3_7pvs4fzziP1,12.95,12.95,USD,"2015,23+Oct",NA,Old Fashion Tomato Pizza
AVwc16D3_7pvs4fzziP1,12.95,12.95,USD,"2016,07+Jul",No cheese.,Old Fashion Tomato Pizza
AVwc16D3_7pvs4fzziP1,4.25,4.25,USD,"2015,23+Oct",NA,Pizza Fries
AVwc16D3_7pvs4fzziP1,7.25,7.25,USD,"2015,23+Oct",NA,Pizza Steak Sub
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Rancher Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2016,07+Jul","Bacon, chicken, green peppers, chopped tomatoes and cheddar cheese.",Rancher Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2015,23+Oct",NA,Sicilian Pizza
AVwc16D3_7pvs4fzziP1,15.95,15.95,USD,"2016,07+Jul",Classic cheese or create your own square thick pan sicilian pizza.,Sicilian Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2015,23+Oct",NA,Taco Pizza
AVwc16D3_7pvs4fzziP1,19.95,19.95,USD,"2016,07+Jul","Lettuce, tomatoes, ground beef and cheddar cheese.",Taco Pizza
AVwc16D3_7pvs4fzziP1,14.95,14.95,USD,"2015,23+Oct",NA,Trenton Tomato Pizza
AVwc16D3_7pvs4fzziP1,14.95,14.95,USD,"2016,07+Jul","Cheese on bottom, plum tomatoes on top.",Trenton Tomato Pizza
AVwc16D3_7pvs4fzziP1,11.95,11.95,USD,"2015,23+Oct",NA,White Pizza
AVwc16D3_7pvs4fzziP1,11.95,11.95,USD,"2016,07+Jul",Classic cheese or create your own pizza.,White Pizza
AVwc1bNU_7pvs4fzzdxk,5,5,USD,"2016,21+Aug",NA,Cheese Pizza
AVwc1hsuByjofQCxiucq,9.5,9.5,USD,"2016,24+May",NA,Pizza
AVwc1hsuByjofQCxiucq,NA,NA,NA,"2016,24+May",NA,Pizza Skins
AVwc1Kgv_7pvs4fzzbFW,5.99,5.99,USD,"2016,30+Mar",NA,Half Pizzas
AVwc1Kgv_7pvs4fzzbFW,NA,NA,NA,"2016,30+Mar",NA,M.y.o.p Make Your Own Pizza
AVwc1Kgv_7pvs4fzzbFW,NA,NA,NA,"2016,30+Mar",NA,Make Your Own Pizza
AVwc1Kgv_7pvs4fzzbFW,2.99,2.99,USD,"2016,30+Mar",NA,Mini Cheese and Tomato Deep Dish Pizza
AVwc1Kgv_7pvs4fzzbFW,2.99,2.99,USD,"2016,30+Mar",NA,Mini Cheese or Pepperoni Thin Crust Pizza
AVwc1Kgv_7pvs4fzzbFW,8.99,8.99,USD,"2016,30+Mar",NA,Pizza of The Day
AVwc1Kgv_7pvs4fzzbFW,2.99,2.99,USD,"2016,30+Mar","Deep dish crust filled with red bliss mashed potatoes. topped with bacon, cheddar and sour cream",Pizza Skins
AVwc1Kgv_7pvs4fzzbFW,NA,NA,NA,"2016,30+Mar",Cheese or pepperoni,Thin Crust or Deep Dish Pizza
AVwc1RaoByjofQCxirt7,5.99,5.99,USD,"2016,31+Dec",NA,Cheese Pizza
AVwc1RaoByjofQCxirt7,3.99,3.99,USD,"2016,31+Dec",NA,Chocolate Chip Pizza
AVwc1VcqIN2L1WUfpZes,7,7,USD,"2016,06+Jun",NA,Byo Pizza
AVwc1VcqIN2L1WUfpZes,4.75,4.75,USD,"2016,06+Jun",NA,Cheese Pizza
AVwc1VcqIN2L1WUfpZes,4.75,4.75,USD,"2016,06+Jun",NA,Pepperoni Pizza
AVwc25M7IN2L1WUfpqEk,7.99,7.99,USD,"2016,26+Mar",NA,Cheese Pizza
AVwc25M7IN2L1WUfpqEk,10.99,10.99,USD,"2016,26+Mar","Breaded eggplant, ricotta cheese, basil, tomato sauce and fresh mozzarella",Rollatini Pizza
AVwc27HDkufWRAb5zwY7,4.25,4.25,USD,"2016,30+Nov",NA,Pizza Sub
AVwc27NXIN2L1WUfpqbZ,NA,NA,NA,"2016,24+Apr",priced accordingly,Pizza of The Day
AVwc2gQxIN2L1WUfpl0w,4.39,4.39,USD,"2016,06+Jul",NA,Kids Size Pizza
AVwc2kmvByjofQCxi5bi,NA,NA,NA,"2016,23+Aug",NA,Brick Oven Pizza Al Metro
AVwc2kmvByjofQCxi5bi,NA,NA,NA,"2016,23+Aug",NA,Fried Pizza
AVwc2kmvByjofQCxi5bi,NA,NA,NA,"2016,23+Aug",NA,Pork Tenderloin Pizzaiola
AVwc2m9xByjofQCxi539,NA,NA,NA,"2016,08+Jun",NA,Cheese Pizza
AVwc2m9xByjofQCxi539,NA,NA,NA,"2016,08+Jun",NA,Pepperoni Pizza
AVwc2pwhIN2L1WUfpnhr,10.75,10.75,USD,"2016,21+Dec",NA,Eggscellent Pizza (white)
AVwc2Tg1kufWRAb5zp-U,5.99,5.99,USD,"2016,29+Mar",NA,Mini Pizza
AVwc34__kufWRAb5z7Y4,8.79,8.79,USD,"2016,19+Apr","Creamy artichoke spinach sauce, featuring bacon, is topped with sliced chicken breast, fresh tomatoes, artichokes, mozzarella and cheddar cheese.",Artichoke Chicken Pizza
AVwc34__kufWRAb5z7Y4,8.79,8.79,USD,"2016,19+Apr","Sweet bbq sauce topped with bbq chicken breast, bacon, red onions and mozzarella and gouda cheeses. garnished with cilantro and crispy onions.",Barbecue Chicken Pizza
AVwc34__kufWRAb5z7Y4,8.99,8.99,USD,"2016,19+Apr","Alfredo sauce, sliced grilled chicken breast, bacon, fresh mushrooms, spinach and roma tomatoes. topped with mozzarella and smoked gouda cheeses.",California Pizza
AVwc34__kufWRAb5z7Y4,8.79,8.79,USD,"2016,19+Apr","Homestyle tomato sauce, sliced chicken breast,   bacon and fresh roma tomatoes topped with smoked   provolone, mozzarella and cheddar cheeses.",Chicken Club Pizza
AVwc34__kufWRAb5z7Y4,8.79,8.79,USD,"2016,19+Apr",NA,Margherita Pizza
AVwc34__kufWRAb5z7Y4,8.79,8.79,USD,"2016,19+Apr",NA,Pepperoni Pizza
AVwc34__kufWRAb5z7Y4,8.59,8.59,USD,"2016,19+Apr",Create your own specialty pizza from any of our sauces and 3 toppings.,Pizza Mia
AVwc3aeMByjofQCxjCq0,17,17,USD,"2016,10+May",NA,Cheese Steak Pizza
AVwc3aeMByjofQCxjCq0,17,17,USD,"2016,10+May",NA,Chicken Parmesan Pizza
AVwc3aeMByjofQCxjCq0,5,5,USD,"2016,10+May",NA,Personal Pizza
AVwc3aeMByjofQCxjCq0,15,15,USD,"2016,10+May",NA,Vodka Sauce Pizza
AVwc3jFckufWRAb5z3fQ,2.95,2.95,USD,"2016,28+Mar",NA,Pizza Bagel
AVwc3nAeByjofQCxjEy_,2.5,2.5,USD,"2016,29+Mar",NA,Chinese Pizza
AVwc3Un__7pvs4fzzxjW,6.99,6.99,USD,"2016,10+May","With two toppings, sauce and mozzarella.",Personal Pizza
AVwc3Un__7pvs4fzzxjW,5.99,5.99,USD,"2016,10+May",NA,Pizza Bread
AVwc3UrlByjofQCxjByp,NA,NA,NA,"2016,22+Aug",NA,House Made Pizza
AVwc3wjg_7pvs4fzz2ft,3.75,3.75,USD,"2016,04+Apr",Flour tortilla topped with cheese sauce and ground beef,Mexican Pizza
AVwc43w3_7pvs4fz0CU6,4.95,4.95,USD,"2016,10+May",NA,Pizza Combo
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","BBQ sauce, grilled chicken breast, cheddar and mozzarella.",Bbq Chicken Pizza
AVwc44_SIN2L1WUfp_mh,NA,NA,NA,"2016,12+Jun","BBQ sauce, grilled chicken breast, cheddar and mozzarella.",Bbq Chicken Pizza
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","Buffalo sauce, grilled chicken, mozzarella and cheddar cheese.",Buffalo Chicken Pizza
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar",NA,Californian Pizza
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","Philly steak, green peppers, mushrooms, onions, provolone and mozzarella.",Cheese Steak Pizza
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","Gyro meat, ground beef, salami, black olives, green peppers, onions, tomato, feta and mozzarella cheese.",Greek Pizza
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar",NA,Italiano Pizza
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","Fresh basil, rich tomato sauce and fresh mozzarella cheese.",Margherita Pizza
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar","Chicken breast, artichokes, black olives, basil, feta and mozzarella cheese.",Mediterranean Pizza
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar","Chicken breast, portabella mushrooms, broccoli, olive oil, basil, ricotta and mozzarella cheese.",Monte Carlo Pizza (white)
AVwc44_SIN2L1WUfp_mh,9.95,5.95,USD,"2016,31+Mar",NA,Pizza Burger
AVwc44_SIN2L1WUfp_mh,4.95,4.95,USD,"2016,31+Mar",NA,Pizza Fries
AVwc44_SIN2L1WUfp_mh,9.95,5.95,USD,"2016,31+Mar",NA,Pizza Steak
AVwc44_SIN2L1WUfp_mh,9.95,5.95,USD,"2016,31+Mar",NA,Pizza Sub
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar",NA,Seafood Pizza
AVwc44_SIN2L1WUfp_mh,17.95,14.95,USD,"2016,31+Mar","Genoa salami, spicy capricolla and bacon with a blend of mozzarella, cheddar and rich tomato sauce.",Sicilian Pizza
AVwc44_SIN2L1WUfp_mh,4.95,4.95,USD,"2016,31+Mar",With juice or 12oz soda,Two Slices of Cheese Pizza
AVwc44_SIN2L1WUfp_mh,NA,NA,NA,"2016,12+Jun",With juice or 12oz soda,Two Slices of Cheese Pizza
AVwc44_SIN2L1WUfp_mh,16.95,13.95,USD,"2016,31+Mar","Green and banana peppers, onions, mushrooms, black olives and tomatoes.",Veggie Lovers Pizza
AVwc44_SIN2L1WUfp_mh,15.95,12.95,USD,"2016,31+Mar","Garlic sauce, spinach, ricotta and mozzarella.",White Pizza
AVwc448WByjofQCxjSV8,NA,NA,NA,"2016,02+Apr","Beef, chicken or bean",Mexican Pizza
AVwc456i_7pvs4fz0CsA,NA,NA,NA,"2015,23+Oct","Red Onion, Mushroom, Spinach, Tomato, Marinara, Mozzarella, Romano served with a Garden Salad",Pita Pizza
AVwc4COFByjofQCxjJKL,15.99,15.99,USD,"2016,01+May","Mozzarella and cheddar, chorizo, red onion and jalapenos.",Pizza Mexicana
AVwc4h72IN2L1WUfp7gx,NA,NA,NA,"2016,31+Mar",NA,Greek Pizza
AVwc4h72IN2L1WUfp7gx,NA,NA,NA,"2016,31+Mar",NA,White Pizza
AVwc4K2kByjofQCxjKiF,12,12,USD,"2017,02+Mar",NA,White Pizza
AVwc4kJVkufWRAb50CEu,18.5,18.5,USD,"2016,29+Mar",NA,Pizza Blanca
AVwc4kJVkufWRAb50CEu,17.45,17.45,USD,"2016,29+Mar",NA,Pizza Bomba
AVwc4kJVkufWRAb50CEu,13.95,13.95,USD,"2016,29+Mar",NA,Pizza Margherita
AVwc4q0VByjofQCxjPsk,5.25,5.25,USD,"2016,02+Apr","Breaded chicken with 2 ounces of pepperoni, melted provolone topped with marinara sauce",Chicken Pizza
AVwc4s7NIN2L1WUfp9WM,20.5,20.5,USD,"2016,01+Apr",NA,Spicy Buffalo Pizza
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar",NA,Baked Ziti Pizza
AVwc59P_ByjofQCxjeDD,14,12.75,USD,"2016,31+Mar",NA,Capelli Pizza
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar",NA,Cheesesteak Pizza
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar","Fried chicken, mozzarella and tomato sauce",Chicken Parmigiana Pizza
AVwc59P_ByjofQCxjeDD,16.25,14.25,USD,"2016,31+Mar","Fresh mozzarella, plum tomatoes and basil",Grandma Pizza
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar",Ham and pineapple,Hawaiian Pizza
AVwc59P_ByjofQCxjeDD,19.99,19.99,USD,"2016,31+Mar",NA,Large Pizza and Mussels
AVwc59P_ByjofQCxjeDD,16.99,16.99,USD,"2016,31+Mar",Pepperoni and Sausage and 2 Liter Soda,Large Pizza Cheese
AVwc59P_ByjofQCxjeDD,37.99,37.99,USD,"2016,31+Mar",NA,Order 3 Large Pizzas and Get The 4th Pizza Free
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar",NA,Primavera Pizza
AVwc59P_ByjofQCxjeDD,16.95,14.95,USD,"2016,31+Mar","Broccoli, spinach, peppers and mushrooms",Vegetarian Pizza
AVwc59P_ByjofQCxjeDD,14,12,USD,"2016,31+Mar",NA,White Pizza
AVwc5BzoIN2L1WUfqBM0,8.95,8.95,USD,"2017,12+Feb",NA,Pizza Burger
AVwc5BzoIN2L1WUfqBM0,3.5,3.5,USD,"2017,12+Feb",NA,Pizza Fries
AVwc5BzoIN2L1WUfqBM0,7.25,7.25,USD,"2017,12+Feb",With our homemade sauce,Pizza Steak
AVwc5D0MkufWRAb50IDr,4.59,2.99,USD,"2017,21+Jan",NA,Pizza Bread
AVwc5ecckufWRAb50Mcp,16.99,12.99,USD,"2016,02+Aug",NA,Greek Pizza
AVwc5ecckufWRAb50Mcp,3.49,3.49,USD,"2016,02+Aug",NA,Pizza Bites
AVwc5ecckufWRAb50Mcp,8.99,5.5,USD,"2016,02+Aug",NA,Pizza Burger
AVwc5ecckufWRAb50Mcp,3.99,3.99,USD,"2016,02+Aug",NA,Pizza Fries
AVwc5ecckufWRAb50Mcp,8.99,5.5,USD,"2016,02+Aug",NA,Pizza Steak
AVwc5ecckufWRAb50Mcp,8.99,5.5,USD,"2016,02+Aug",NA,Pizza Sub
AVwc5ecckufWRAb50Mcp,16.99,12.99,USD,"2016,02+Aug",NA,Steak Pizza
AVwc5ecckufWRAb50Mcp,13.99,7.99,USD,"2016,02+Aug",Greek style pizza,White Pizza
AVwc5G5ZIN2L1WUfqCC4,3.75,3.75,USD,"2016,31+Mar",NA,Pizza  Burger
AVwc5G5ZIN2L1WUfqCC4,3.75,3.75,USD,"2016,31+Mar",NA,Pizza Fries
AVwc5HZpIN2L1WUfqCID,11.99,11.99,USD,"2016,02+Apr",NA,8 Corner Pizza
AVwc5HZpIN2L1WUfqCID,5.99,5.99,USD,"2016,02+Apr",NA,Pizza
AVwc5m1hIN2L1WUfqHmO,NA,NA,NA,"2016,06+Jun","Pepperoni, sausage, bacon, meatball and cheese.",Meat Lovers Pizza
AVwc5sNskufWRAb50PBR,1.42,1.42,USD,"2016,10+May",NA,Cheese Pizza
AVwc5sNskufWRAb50PBR,18.76,18.76,USD,"2016,10+May",NA,Gourmet Chicken Ranch Pizza
AVwc5sNskufWRAb50PBR,19.22,19.22,USD,"2016,10+May",NA,Gourmet Meat Pizzatm
AVwc5sNskufWRAb50PBR,7.99,7.99,USD,"2016,08+Jul","Your choice of shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo.",Mexico City Grill Pizza
AVwc5sNskufWRAb50PBR,5.99,5.99,USD,"2016,08+Jul","Shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo.",Mexico City Pizza
AVwc5sNskufWRAb50PBR,18.35,18.35,USD,"2016,10+May",NA,White Pizza
AVwc5unF_7pvs4fz0LxW,6.49,5.49,USD,"2016,04+Apr","Pepperoni in marinara sauce, mozzarella cheese, chives",Pizza
AVwc5VRRkufWRAb50K9t,1.2,1.2,USD,"2016,23+Mar",NA,Pizza Roll
AVwc6fhKIN2L1WUfqRWU,8.75,8.75,USD,"2016,02+Apr","Corned beef, 1000 island, sauerkraut, red onion",Berlin Pizza
