id,address,categories,city,country,keys,latitude,longitude,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,menuPageURL
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,Little Pizza Paradise,97701,NA,NA,NA,OR,NA
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,The Brentwood,90049,USD,50,55,Brentwood,NA
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,Bravo Pizza Hollywood,90027,NA,NA,NA,Los Feliz,NA
AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,"Bar,Beer Garden,Sports Bar,Sports Bar, Bar, and Beer Garden",Houston,US,us/tx/houston/801saintemanuelst/960946322,29.75247947,-95.35416442,Lucky's Pub,77003,USD,25,40,TX,NA
AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,Roadhouse Cafe,2601,NA,NA,NA,MA,NA
AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,Brigham Young University,84602,NA,NA,NA,UT,NA
AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,"Sporting Goods Shop,Shoe Store,Sporting Goods Shop and Shoe Store Town Center,Sporting Goods Shop and Shoe Store,Sportswear,Shoe Stores,Running Stores,Clothing Stores,Sporting Goods",Spring,US,us/tx/spring/9595sixpinesdr/-327153848,30.16413,-95.46235,Luke's Locker,77380,USD,0,25,TX,NA
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,Francesca's On Chestnut,60611,USD,25,40,Ontario Street,NA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,Country Bagel Bakery,19380,NA,NA,NA,PA,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu
AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,Restaurant,San Jose,US,us/ca/sanjose/925blossomhillroadoakridgemall/-1933738733,37.250458,-121.863415,Buca Di Beppo - San Jose - Oakridge,95123,USD,0,30,CA,NA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,NA
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.012459,Uncle John's Pizza,75052,NA,NA,NA,TX,NA
AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Sandwich Place,Wausau,US,us/wi/wausau/2111stewartave/723163710,44.95747331,-89.66768203,Philly's Subs,54401,USD,0,25,WI,NA
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,Satsuma,19806,USD,0,30,DE,NA
AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,"Family Style Restaurants,Restaurants,Restaurant",Pickens,US,us/sc/pickens/116annst/32165426,34.883816,-82.7078,Gatehouse Restaurant,29671,NA,NA,NA,SC,NA
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,Imo's Pizza,63010,NA,NA,NA,MO,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu
AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,American Restaurant,Tracy,US,us/ca/tracy/3060nagleerd/-448957010,37.75757298,-121.4618598,Applebee's Tracy,95304,USD,25,40,CA,NA
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,Little Caesars Pizza,77506,NA,NA,NA,TX,NA
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,Joey's N Y Pizza,89052,NA,NA,NA,NV,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu
AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,"Keymakers,Locks & Locksmiths",Kent,US,us/wa/kent/2110091stpls/101945399,47.413195,-122.218841,Keyme,98031,NA,NA,NA,WA,NA
AVwc0jboByjofQCxijqT,264 Lakeside Ave,"Restaurants,Bars & Pubs",Laconia,US,us/weirsbeach/laconia/264lakesideave/-638314910,43.607478,-71.459311,Tower Hill Tavern,3246,NA,NA,NA,Weirs Beach,NA
AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Restaurant,Southlake,US,us/tx/southlake/1431plazapl/851666666,32.945053,-97.12952,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,USD,0,30,TX,NA
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,Doubledave's Pizza Works,77845,USD,0,25,TX,NA
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,Frank's Pizzeria,68154,NA,NA,NA,NE,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,"Pizza Place,Restaurant",Addison,US,us/il/addison/190nswiftrd/1318595626,41.9317,-88.0421,Casino's Pizza,60101,NA,NA,NA,IL,NA
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,"Bakery,Bakery Restaurants,Food Products Retail,Variety Stores,Organic Foods & Products,Bakeries,Restaurant,Bakery Northwest Arvada",Arvada,US,us/co/arvada/11651w64thave/-39981986,39.812937,-105.129404,Glutenfree Things,80004,NA,NA,NA,CO,NA
AVwc0Wtp_7pvs4fzzSbm,22 Englar Rd,Italian Restaurant,Westminster,US,us/md/westminster/22englarrd/434131710,39.58133698,-76.98956,Mediterraneo Ristorante,21157,USD,25,40,MD,NA
AVwc-0zw_7pvs4fz1AjD,50a,"Pub,Sports Bar",Hermosa Beach,US,us/ca/hermosabeach/50a/-2089456359,33.862,-118.400769,Patrick Molloy's Sports Pub,90254,USD,25,40,CA,NA
AVwc14fe_7pvs4fzzh-i,19 Kelly St,"Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurants,Pizza",Luzerne,US,us/pa/luzerne/19kellyst/-1524403970,41.285007,-75.898346,Salerno's Pizza Restaurant,18709,NA,NA,NA,PA,NA
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,"Pizza Place,Italian Restaurant,Restaurants,Pizza Place and Italian Restaurant",Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,Nino's Trattoria & Pizzeria,8648,NA,NA,NA,Lawrenceville,NA
AVwc1bNU_7pvs4fzzdxk,44 N Brentwood,Restaurant,Saint Louis,US,us/mo/saintlouis/44nbrentwood/1443842812,38.649703,-90.341542,Oceano Bistro - Clayton,63105,USD,0,30,MO,NA
AVwc1hsuByjofQCxiucq,2901 Watson Blvd,"Italian Restaurant, Pizza Place, and Bar,catering companies",Endicott,US,us/crestviewheights/endicott/2901watsonblvd/-1071152417,42.11067,-76.02803,Brothers 2,13760,USD,25,40,Crestview Heights,NA
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,"American Restaurant, Pizza Place, and Gluten-free Restaurant,American Restaurant,Pizza Place,Gluten-free Restaurant",Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA,NA
AVwc1RaoByjofQCxirt7,401 E Whitestone Blvd,Pizza Place,Cedar Park,US,us/tx/cedarpark/401ewhitestoneblvd/1045531984,30.52266137,-97.82690265,Doubledave's Pizzaworks,78613,USD,0,25,TX,NA
AVwc1VcqIN2L1WUfpZes,2631 Mcingvale Rd,"Food and Beverage,Restaurant",Hernando,US,us/ms/hernando/2631mcingvalerd/-1257054299,34.822393,-89.973027,Buon Cibo,38632,USD,0,25,MS,NA
AVwc25M7IN2L1WUfpqEk,1876 Black Rock Tpke,"Pizza Place,Italian Restaurants,Pizza,Mediterranean Restaurants,Restaurants",Fairfield,US,us/ct/fairfield/1876blackrocktpke/-1673663891,41.18031,-73.247734,Tomato & Basil,6825,NA,NA,NA,CT,http://www.yellowpages.com/fairfield-ct/mip/tomato-and-basil-13518806/menu
AVwc27HDkufWRAb5zwY7,1310 N W 23rd Ave,"Video Rental & Sales,Video Games,DVD Sales & Service",Gainesville,US,us/fl/gainesville/1310nw23rdave/1315248238,29.673973,-82.33917,Blockbuster,32605,NA,NA,NA,FL,NA
AVwc27NXIN2L1WUfpqbZ,7801 S Main St,"Taverns,Bars,Caterers,Bar & Grills,Family Style Restaurants,Restaurants,Bars & Clubs,Bars & Pubs,Catering,Beer Taverns & Pubs",Pine Plains,US,us/mountross/pineplains/7801smainst/383624966,41.979321,-73.656571,Stissing House,12567,USD,31,50,Mount Ross,NA
AVwc2gQxIN2L1WUfpl0w,901 Loveland Madeira Rd,Pizza Place,Loveland,US,us/murdock/loveland/901lovelandmadeirard/324000305,39.26125063,-84.2709923,Larosa's Pizzeria,45140,NA,NA,NA,Murdock,NA
AVwc2kmvByjofQCxi5bi,1657 Richmond Rd,Restaurant,Staten Island,US,us/ny/statenisland/1657richmondrd/-1070549567,40.589589,-74.101477,Mario's - Staten Island,10304,USD,31,50,NY,NA
AVwc2m9xByjofQCxi539,8680 Pineview Ln N,"Sports Bar, Bar, and American Restaurant",Osseo,US,us/hassan/osseo/8680pineviewlnn/-527476914,45.11267209,-93.44166376,The Lookout Catering,55369,USD,25,40,Hassan,NA
AVwc2pwhIN2L1WUfpnhr,14004 E Indiana Ave,"Pizza Place,Restaurant,American Restaurant",Spokane,US,us/cityofspokanevalley/spokane/14004eindianaave/326673297,47.675464,-117.225497,Boston's Restaurant & Sports Bar,99216,USD,0,25,City Of Spokane Valley,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QaTrQRGS9JDMS_heYY66r9rqK2Vyae7-42PDnIrArl35anYbG7tcAY-NL5RpR-GsiwET2N4lBqbpv4MgBK9MaDas7HuKhQaqkRNswVaj-HytwGIRkrAoRLpT-iPBcdGugGNB9GQ6OK1xk8_wzhlia6Cw_ZRFIT5IK1xk8LRy7cii3qra6BXXW_IwqEZ9uTSW8v_sRti9Krv_JoMM04psttzrL_oWGwQDB5zW3shgJCk-gLjZ-TeOvd8LzhKmNnYa0ilC0C5F9jQNsTQTcGRwH9DOb4e1RR3cKVMUppMRSxL1AIHhb1vrQyMWI3N69zj0FzSGKxtLLWrKks54b-TfEA_VIJTXE17jyxGgT03xVfHgYwYa9FdjhKU0U_9vedTq1JGRm88PgXSD&placement=listing_profile&cs_user=unknown&cs_session=c6252c0965616052b9266dd006dbf6a2deae8024
AVwc2Tg1kufWRAb5zp-U,555 Soquel Ave,"Caterers,Restaurants,Take Out Restaurants,Italian Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Seafood Restaurants,Italian Restaurant",Santa Cruz,US,us/ca/santacruz/555soquelave/608951304,36.97572,-122.01743,Ristorante Italiano,95062,USD,25,40,CA,NA
AVwc34__kufWRAb5z7Y4,11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS,NA
AVwc3aeMByjofQCxjCq0,378 Broad St,"American Restaurants,Bars,Pizza,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Taverns,Bar & Grills,Family Style Restaurants,Restaurants,Northern Nj,Pub",Bloomfield,US,us/grove/bloomfield/378broadst/-1132632277,40.806263,-74.192924,Town Pub,7003,USD,25,40,Grove,NA
AVwc3jFckufWRAb5z3fQ,28985 Golden Lantern,"Restaurant,Restaurants,Bagels,Bakeries,Bagel Shop",Laguna Niguel,US,us/ca/lagunaniguel/28985goldenlantern/-673748289,33.54206,-117.69095,I Love Bagels,92677,USD,0,25,CA,NA
AVwc3nAeByjofQCxjEy_,4138 Ogletown Stanton Rd,"Chinese Restaurants,Cocktail Lounges,Take Out Restaurants,Fast Food Restaurants,Seafood Restaurants,Bar and Grills,Asian Restaurants,Restaurants,Chinese Restaurant",Newark,US,us/de/newark/4138ogletownstantonrd/1262811461,39.68517,-75.68316,Ming Garden Cocktails Chinese Restaurant,19713,NA,NA,NA,DE,NA
AVwc3Un__7pvs4fzzxjW,6007 Us 60 E,Italian Restaurant,Barboursville,US,us/wv/barboursville/6007us60e/735805872,38.413007,-82.307758,Tascali's Decades Pasta & Grill,25504,USD,25,40,WV,NA
AVwc3UrlByjofQCxjByp,4200 Boat St,"Restaurants,Catering,American Restaurants,Bar and Grills,Seafood Restaurants,Bars,Family Style Restaurants,Night Clubs,Taverns,Caterers,Restaurant,American Restaurant",Fairbanks,US,us/ak/fairbanks/4200boatst/997398819,64.85437,-147.84692,Chena's Alaskan Grill,99709,USD,31,50,AK,NA
AVwc3wjg_7pvs4fzz2ft,1602 E Forsyth St,"Restaurant,Restaurants,Mexican Restaurant",Americus,US,us/ga/americus/1602eforsythst/713519866,32.071243,-84.208984,La Hacienda,31709,USD,25,40,GA,NA
AVwc43w3_7pvs4fz0CU6,148 W River St,"Caf and Coffee Shop,Coffee & Espresso Restaurants,Coffee Shops,Pizza,Caterers,Bagels,Restaurants",Providence,US,us/noprovidence/providence/148wriverst/851730650,41.84392,-71.413666,West River Cafe,2904,NA,NA,NA,No Providence,NA
AVwc44_SIN2L1WUfp_mh,14 Scott Adam Rd,"Pizza Place,Mediterranean Restaurant,Take Out Restaurants,Caterers,Restaurants,Pizza",Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,Original Giorgio's,21030,NA,NA,NA,MD,NA
AVwc448WByjofQCxjSV8,400 N Center St,"Mexican Restaurant,Indian Restaurant",Westminster,US,us/md/westminster/400ncenterst/18509313,39.57790088,-76.98442552,Casa-Rica,21157,USD,25,40,MD,NA
AVwc456i_7pvs4fz0CsA,115 W Main St,"Take Out Restaurants,Bars,American Restaurants,Restaurant,Restaurants,Night Clubs,Bar & Grills,Taverns,Bar,American Restaurant",Urbana,US,us/il/urbana/115wmainst/1208138924,40.1927,-87.97143,Crane Alley,61801,USD,0,30,IL,NA
AVwc4COFByjofQCxjJKL,4940 E Ray Rd,"Pizza,Restaurants,Pizza Place,Pizza Place Ahwatukee Foothills",Phoenix,US,us/az/phoenix/4940erayrd/-1589891696,33.31993,-111.97697,Peter Piper Pizza,85044,NA,NA,NA,AZ,http://www.yellowpages.com/phoenix-az/mip/peter-piper-pizza-473805588/menu
AVwc4h72IN2L1WUfp7gx,1400 County Road 101 N,"Pizza Place,Pizza,Restaurants",Minneapolis,US,us/mn/minneapolis/1400countyroad101n/-1631955658,44.99395,-93.50191,Gina Maria's Pizza,55447,NA,NA,NA,MN,NA
AVwc4K2kByjofQCxjKiF,14805 W 64th Ave,"Sales Promotions & Counseling Services,Sales Consultants",Arvada,US,us/co/arvada/14805w64thave/-2116432010,39.812653,-105.166004,Martinizing,80007,USD,50,55,CO,NA
AVwc4kJVkufWRAb50CEu,400 S Orlando Ave,"Pizza Place,American Restaurant,Karaoke Bar,Pizza Place, American Restaurant, and Karaoke Bar",Maitland,US,us/fl/maitland/400sorlandoave/-1534046487,28.62476934,-81.36355922,Nypd Pizza,32751,NA,NA,NA,FL,NA
AVwc4q0VByjofQCxjPsk,1 Corporate Dr,"Deli / Bodega,Delicatessens,Restaurants,Restaurant",Shelton,US,us/ct/shelton/1corporatedr/953915551,41.27626,-73.12953,Enterprise Deli,6484,USD,0,25,CT,NA
AVwc4s7NIN2L1WUfp9WM,4952 Merrick Rd,Pizza Place,Massapequa Park,US,us/ny/massapequapark/4952merrickrd/948891565,40.66648,-73.452324,Pizza Bistro,11762,NA,NA,NA,NY,NA
AVwc59P_ByjofQCxjeDD,522 Saddle River Rd,"Italian Restaurant,Restaurant",Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,Riccardo's Pizza,7663,NA,NA,NA,NJ,NA
AVwc5BzoIN2L1WUfqBM0,932 S 10th St,"Italian Restaurant,Restaurants,Restaurant Equipment & Supplies Retail",Philadelphia,US,us/pa/philadelphia/932s10thst/117733744,39.938407,-75.159763,Carluccio's,19147,USD,25,40,PA,NA
AVwc5D0MkufWRAb50IDr,775 Goodman Rd E,"Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Southaven,US,us/ms/southaven/775goodmanrde/-1690602993,34.962692,-89.975845,Avellino's Pizza,38671,NA,NA,NA,MS,http://www.yellowpages.com/southaven-ms/mip/avellinos-pizza-3553828/menu?lid=3553828
AVwc5ecckufWRAb50Mcp,133 Back River Neck Rd,"Pizza,Restaurants",Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,Prima Pizza,21221,NA,NA,NA,MD,http://www.yellowpages.com/essex-md/mip/prima-pizza-628320/menu
AVwc5G5ZIN2L1WUfqCC4,22507 Plymouth Rd,"Pizza Place,Take Out Restaurants,Caterers,Pizza Place North West Detroit,Restaurants,Pizza",Redford,US,us/mi/redford/22507plymouthrd/-2024562465,42.37159,-83.26215,Prince Pizza,48239,NA,NA,NA,MI,NA
AVwc5HZpIN2L1WUfqCID,901 Nordic Dr,"Pizza Place,Take Out Restaurants,Restaurants,Sandwich Shops,Pizza",White Lake,US,us/mi/whitelake/901nordicdr/588820430,42.650524,-83.52507,Jet's Pizza,48383,NA,NA,NA,MI,http://www.yellowpages.com/white-lake-mi/mip/jets-pizza-12999843/menu
AVwc5m1hIN2L1WUfqHmO,405 Sea St,"Pizza,Caterers,Sandwich Shops,Restaurants",Quincy,US,us/quincycenter/quincy/405seast/552014485,42.262196,-70.983795,Harry's Pizza,2169,NA,NA,NA,Quincy Center,NA
AVwc5sNskufWRAb50PBR,8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,Greek's Pizzeria,46237,NA,NA,NA,IN,NA
AVwc5unF_7pvs4fz0LxW,1818 Manhattan Blvd,"Restaurants,Take Out Restaurants,Fast Food Restaurants,American Restaurants,Creole & Cajun Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Snack Place",Harvey,US,us/la/harvey/1818manhattanblvd/-1673577298,29.88751,-90.056046,The Spud Spot,70058,NA,NA,NA,LA,http://www.yellowpages.com/harvey-la/mip/the-spud-spot-460148376/menu
AVwc5VRRkufWRAb50K9t,406 E Colfax Ave,"Restaurant,Chinese,Chinese Restaurant",Denver,US,us/co/denver/406ecolfaxave/-1871871379,39.739883,-104.98201,China Kitchen,80203,NA,NA,NA,CO,NA
AVwc6fhKIN2L1WUfqRWU,200 E Main Cross St,"American Restaurants,Bars,Party and Event Planners,Brew Pubs,Meeting and Event Planning Services,Banquet Halls and Reception Facilities,Seafood Restaurants,Caterers,Taverns,Pizza,Restaurants,Business Services,Expos Conventions,Bars Clubs,Bars Pubs,Event Planning,Banquet Rooms,Reception Centers,Party Planners,Bed Breakfasts,Hotels Motels,Conventions,Wholesale Industrial Inspection Devices,Lounge",Findlay,US,us/oh/findlay/200emaincrossst/-1432392514,41.03949,-83.64813,Tavern At The Inn,45840,NA,NA,NA,OH,http://www.citysearch.com/profile/menu/623601590?singlePlatformId=tavern-at-the-inn
AVwc-6fkkufWRAb51EsV,10300 Forest Hill Blvd,"Pizza Place,Take Out Restaurants,American Restaurants,Restaurants,Italian Restaurants,Pizza",Wellington,US,us/villageofwellington/wellington/10300foresthillblvd/-220003116,26.64711379,-80.20931934,California Pizza Kitchen,33414,USD,25,40,Village Of Wellington,http://www.yellowpages.com/wellington-fl/mip/california-pizza-kitchen-10213386/menu
AVwc6gRMkufWRAb50Xhq,3817 W 13th St N,Pizza Place,Wichita,US,us/ks/wichita/3817w13thstn/1393581098,37.70839273,-97.38826742,Knolla's Pizza,67203,NA,NA,NA,KS,NA
AVwc6PZ7ByjofQCxjhWW,14 E 10th St,"Sports Bar, American Restaurant, and Bar,American Restaurant,Bar,Sports Bar",Erie,US,us/pa/erie/14e10thst/674585258,42.12574064,-80.08198836,Sluggers Sports Bar,16501,USD,0,25,PA,NA
AVwc6qfCkufWRAb50ZPu,1665 Stelton Rd,American Restaurant and Asian Restaurant,Piscataway,US,us/nj/piscataway/1665steltonrd/-54185955,40.5337146,-74.41911221,Suraya's - Grill and Fried Chicken,8854,USD,25,40,NJ,NA
AVwc6ukfByjofQCxjmww,1933 5th Ave,"American Restaurant,Restaurant",Seattle,US,us/wa/seattle/19335thave/-1383102971,47.613,-122.3383,Icon Grill,98101,USD,25,40,WA,NA
AVwc6XFQByjofQCxjiuh,130 Town Center Rd,Deli / Bodega,King Of Prussia,US,us/pa/kingofprussia/130towncenterrd/-1850266588,40.0945493,-75.36821154,Michael's Jewish Delicatessen,19406,USD,25,40,PA,NA
AVwc76ibIN2L1WUfqgvR,1295 Grandview Ave,"Restaurant,Restaurants,European Restaurants",Columbus,US,us/marblecliff/columbus/1295grandviewave/-896188503,39.984147,-83.044937,Spagio,43212,USD,0,30,Marble Cliff,http://www.yellowpages.com/columbus-oh/mip/spagio-restaurant-10395851/menu
AVwc77eP_7pvs4fz0i_f,1425 Gross Rd,"Restaurants,Texas (tx),Mesquite,Mesquite Restaurants,Greek Restaurant,Restaurant",Mesquite,US,us/tx/mesquite/1425grossrd/67923348,32.81036,-96.62621,Atheneos Greek Village Cafe,75149,NA,NA,NA,TX,NA
AVwc78RHIN2L1WUfqhDj,3130 Route 10 W,Japanese Restaurant,Denville,US,us/nj/denville/3130route10w/-543295028,40.8708844,-74.51648712,Midori Japanese Restaurant,7834,USD,25,40,NJ,NA
AVwc7iviByjofQCxjvlO,938 N Main St,Chinese Restaurant,Suffolk,US,us/va/suffolk/938nmainst/-39932712,36.743145,-76.583496,China Moon,23434,NA,NA,NA,VA,NA
AVwc7NYgkufWRAb50e-Y,1019 Westgate Ave,"Pizza,Restaurants,Pizza Place,Take Out Restaurants,Caterers",Newark,US,us/oh/newark/1019westgateave/-1000069789,40.04792,-82.44069,Louie's Pizza,43055,NA,NA,NA,OH,NA
AVwc-7OI_7pvs4fz1Boz,1203 Walnut St,"Vegetarian / Vegan Restaurant,Restaurant,Bar & Grills,Caterers,Restaurants",Newton Highlands,US,us/ma/newtonhighlands/1203walnutst/-350855566,42.320827,-71.205376,Walnut Grille,2461,USD,0,30,MA,NA
AVwc7oMNByjofQCxjwes,1401 Coshocton Ave,"Pizza,Caterers,Take Out Restaurants,Family Style Restaurants,Restaurants,Catering,Pizza Place",Mount Vernon,US,us/oh/mountvernon/1401coshoctonave/1680382037,40.40309,-82.44859,Pirate's Cove,43050,NA,NA,NA,OH,NA
AVwc7Pzg_7pvs4fz0b5n,1001 Jason Pl,"Pizza Place,Restaurants,Food & Entertainment",Chatham,US,us/il/chatham/1001jasonpl/480479393,39.684379,-89.706158,Antonio's Pizza,62629,NA,NA,NA,IL,NA
AVwc7zkXByjofQCxjyT1,562 Broad St,"Breakfast Spot,labor organizations",Newark,US,us/midtown/newark/562broadst/960353314,40.74180603,-74.16905811,Broad Street Cafe,7102,USD,0,25,Midtown,NA
AVwc83hgByjofQCxj9qW,3610 Route 378,Restaurant,Bethlehem,US,us/pa/bethlehem/3610route378/-732558720,40.5813,-75.388214,Art Cafe,18015,NA,NA,NA,PA,NA
AVwc8fVqByjofQCxj5pf,357 Us Highway 9,"Chinese Restaurants,Gourmet Restaurants,Asian Restaurants,Restaurants,Hunan Restaurants,Seafood Restaurants,Chinese Restaurant",Englishtown,US,us/nj/englishtown/357ushighway9/27315593,40.31333772,-74.30512905,Hunan Gourmet,7726,USD,50,55,NJ,NA
AVwc8jaqIN2L1WUfqnfY,7301 N Fm 620,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Austin,US,us/tx/austin/7301nfm620/62357999,30.405542,-97.853065,Austin's Pizza,78726,NA,NA,NA,TX,NA
AVwc8oe0IN2L1WUfqodg,Madison St,Pizza Place,Madison,US,us/tn/madison/madisonst/628738348,36.25869691,-86.71407402,Sir Pizza,NA,USD,0,25,TN,NA
AVwc8Pa_IN2L1WUfqkMr,9822 Libra Ave,"Pizza Place,Sacramento Restaurants",Sacramento,US,us/ca/sacramento/9822libraave/-225925113,38.562374,-121.328061,Milanos Pizza,95827,NA,NA,NA,CA,NA
AVwc8WR6IN2L1WUfqlY-,242 Harvard St,Restaurant,Brookline,US,us/ma/brookline/242harvardst/602639036,42.341129,-71.120988,Lineage - Permanently Closed,2446,USD,31,50,MA,NA
AVwc8ZEMkufWRAb50rLa,4921 State Road 26 E,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Lafayette,US,us/in/lafayette/4921stateroad26e/-1188936695,40.41754,-86.81142,Fox's Pizza Den,47905,NA,NA,NA,IN,http://www.yellowpages.com/lafayette-in/mip/foxs-pizza-den-480642179/menu
AVwc8zN5kufWRAb50vOW,717 E Chicago St,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Bronson,US,us/mi/bronson/717echicagost/1772504993,41.87371,-85.186226,Bronson Strike Zone,49028,NA,NA,NA,MI,NA
AVwc9AvtIN2L1WUfqsLW,2001 Saint Charles Ave,"American Restaurant,Cajun / Creole Restaurant,Bakery",New Orleans,US,us/la/neworleans/2001saintcharlesave/-1957371612,29.93543034,-90.07900715,Copeland's Cheescake Bistro,70130,USD,25,40,LA,NA
AVwc9cQSIN2L1WUfqwoW,95 Mall Rd Burlington Mall Nordstrom Entrance,Restaurant,Burlington,US,us/ma/burlington/95mallrdburlingtonmallnordstromentrance/-1553709206,42.4856233,-71.2118857,Uno Pizzeria & Grill,1803,USD,0,30,MA,NA
